sample,outcome,AC009242.1,AC004637.1,AC246817.1,AL139241.1,PRDM16-DT,LINC01028,LINC00639,AL135841.1,HYMAI,KCNIP2-AS1,LINC00922,LINC01614,LINC01644,AC104237.3,AC016735.1,AC090125.1,AC008459.1,LINC00958,AC112721.2,LINC00924
TCGA-LL-A6FQ-01A-11R-A31O-07,1,0.0867,0,0.0501,0,0.196,0,0.0645,0,0,0.0494,1.941,5.082,8.3922,0,0.2573,0.7422,0,0.0423,1.0145,0.1334
TCGA-BH-A0DV-11A-22R-A12P-07,0,1.252,10.0503,0.3826,0.5386,0.3146,0.9737,1.4444,0.7122,0.3195,0.2549,0,0.0971,0,7.2195,10.6181,0,27.7368,3.5763,0,2.3403
TCGA-D8-A1XK-01A-21R-A14M-07,1,0.0198,0,0.0732,3.6246,0.0597,0,0.0648,0.1051,0.0333,0.1806,0.0479,6.1034,0,0,2.1153,0.9039,0.0269,0.0386,0.9267,0.1083
TCGA-B6-A0IG-01A-11R-A034-07,1,0.0658,0,0.0533,0.0396,0.0579,0,0.8133,0,0.0138,0.1126,0.3386,16.7944,5.948,0.1085,0.3908,1.1272,0.1118,0.2729,0.6848,0.0788
TCGA-A2-A0CT-01A-31R-A056-07,1,0,0,0.0121,0,0.0792,0.0635,0.086,0.1394,0.0883,0.0599,1.303,11.5164,0.2034,0.173,0.3118,1.199,0,2.7532,2.3218,0.8084
TCGA-OL-A6VO-01A-12R-A33J-07,1,0.0922,0.1346,2.7827,0.1666,0.0463,0,0.1578,1.8358,0.0388,0.7359,0.1953,6.9069,0.119,0,1.9158,0,0,0,0.1199,0.1892
TCGA-LD-A74U-01A-13R-A33J-07,1,0.4809,0.4433,0.3044,0.3659,1.6152,0.1837,0.8364,0.6719,0.0213,0.3463,0.8883,14.5078,11.8264,1.3343,6.0101,0.5778,0.6531,0.432,1.5797,0.7965
TCGA-LD-A66U-01A-11R-A31O-07,1,0.3631,0.2355,0.028,0.0972,0.4257,0.1464,0.1381,0.1071,0.017,0.092,3.5645,7.0955,1.3019,0.5317,1.6766,0,0.0685,0.669,0.5246,0.345
TCGA-D8-A1J8-01A-11R-A13Q-07,1,0,0.4566,0.0633,0,0.0786,0,0.1805,0,0.148,0.2675,1.6803,74.9772,5.3004,0,0,3.2366,0,0.2098,5.3904,0.2809
TCGA-AR-A2LQ-01A-22R-A18M-07,1,0.4235,0.1648,0.3526,0,0.454,0.1366,0.7145,1.499,0.1187,0.3863,0.4442,44.1376,0.4373,1.3024,1.6761,0.4835,2.0514,0.3305,3.965,0.6954
TCGA-AR-A0TV-01A-21R-A084-07,1,0.0208,0,0.0289,0,0.0314,0,0.124,0,0,0.19,0.2017,8.5039,35.8729,0,0.2474,0.7135,0,0,0.3251,0.0713
TCGA-C8-A12Z-01A-11R-A115-07,1,0,0,0.0259,0,1.084,0,0.0083,0,0.0236,0,1.7632,38.2017,6.6541,0,0,2.7185,0,0.5465,4.226,0.0192
TCGA-BH-A1EV-01A-11R-A137-07,1,0.0238,0,0.011,0.0573,1.8058,0,0.2055,0.5054,0.06,0.3256,1.7859,71.6209,5.2224,0.4705,0,0.1358,0,1.4856,5.1992,0.3094
TCGA-BH-A1FC-01A-11R-A13Q-07,1,0.0132,0.1545,0.0551,0.0637,0.0133,0,0.1851,0,0.0445,0.2112,0.2242,5.9173,0,0,3.4557,0.2265,0,0.0129,0.6881,0.1267
TCGA-E9-A1N9-11A-71R-A14D-07,0,1.1306,3.2381,0.2368,2.5183,0.343,1.1872,1.2194,1.5857,0.2152,1.654,0,0,0,3.0928,5.8256,0,1.7818,0.8427,0,1.4303
TCGA-A8-A0A7-01A-11R-A00Z-07,1,0.0791,0.0923,0.117,0,0.1271,0,0.1036,0,0,0.1082,1.378,18.1975,0.2449,0.1042,0.1878,0.1805,0,0.0154,0.9048,0.0974
TCGA-A7-A6VW-01A-21R-A33J-07,1,0.2265,0.1322,0,0,0.0228,0,1.4293,0,0.2094,0.3098,0.1919,6.0972,0.1169,0.2985,7.7976,1.0341,0.0308,0.0773,0,0.0465
TCGA-A2-A0SW-01A-11R-A084-07,1,0.015,0.1755,0.0417,0,0.0982,0,0.5056,0,0.0253,0.1371,0.2183,24.9939,2.3665,0,0,0.1716,0.0306,0.2345,0.3127,0.1234
TCGA-OL-A5RU-01A-11R-A28M-07,1,0.1505,0.4393,0.0232,0,0.5168,0.5462,0.7766,0.1332,0.0422,0.2288,0.3947,5.8819,0.0648,0.6612,0.5956,0,0,0.1713,0.7828,0.5663
TCGA-C8-A12N-01A-11R-A115-07,1,0.0246,0,0.1249,0.0591,0.0247,0,0.0804,0,0.0206,0.2799,10.103,101.9239,0.0634,0,0,3.5034,0,0.1676,1.7878,0.3023
TCGA-A8-A08A-01A-11R-A32Y-07,1,0.022,0,0.0713,0.0531,0,0,0.1574,0.117,0,0.1507,2.1863,36.3511,0.3412,0,0,1.1316,0,0.3008,2.0625,0.0754
TCGA-XX-A899-01A-11R-A36F-07,1,0.1847,0.1541,0.1221,0,0.5967,0.3193,0.5421,0.8407,0.3106,0.6018,1.7567,39.1928,0.7494,0,0.3133,2.1088,0.3763,0.2831,2.8826,1.1736
TCGA-AC-A3TN-01A-11R-A22K-07,1,0.12,0.5839,0,0,0.7137,0,0.0536,0,0,0.2737,1.598,6.8627,5.8874,0.1318,0.2375,0.2284,0.0136,1.717,0.3122,0.1642
TCGA-E9-A1N5-11A-41R-A14D-07,0,1.0227,2.2746,0.428,2.2293,0.2202,0.8249,0.3045,0.2586,0.3276,0.4442,0.5894,9.5169,0,4.1723,13.8778,0,0.4299,0.8313,6.3329,0.6664
TCGA-E2-A10B-01A-11R-A10J-07,1,0.14,0,0.1665,0.0482,0.191,0,0.8635,0,0,0.2281,2.1548,31.8807,2.1174,0,0.9501,0.1142,0,0.0488,1.2486,0.3969
TCGA-OL-A66P-01A-11R-A31O-07,1,0.0818,0.1909,0.0076,0,0.1972,0,0.0828,0.0868,0.0412,0.1119,1.4051,2.9114,3.9259,0,0,1.3067,0,0.008,0.2552,0.2126
TCGA-BH-A1FR-01A-11R-A13Q-07,1,0.065,0,0.3759,0.0783,0.2287,0.1573,0.2226,0,0,0.2224,0.4328,8.6111,0,0,0,0,0.0662,2.3305,1.1836,0.4448
TCGA-S3-A6ZF-01A-32R-A32P-07,1,0.0224,0.1309,0.1037,0.1621,0.1127,0,0.3471,0,0.0189,0.2045,2.9308,35.9287,0.6946,0.1478,0,0.6399,0,0,4.7816,0.2915
TCGA-B6-A0RI-01A-11R-A056-07,1,0.0886,0.2586,0.041,0,0.0445,0,0.0264,0,0,0.1515,4.6914,134.1802,0.4575,0.146,0,3.6664,0,0.3025,7.1431,0.0909
TCGA-D8-A147-01A-11R-A115-07,1,0.3555,0.8894,0.0352,1.3458,0.1021,0,0.1739,5.3925,0.1494,0.2316,0.6761,11.5777,0,1.1713,1.5074,1.0145,0,6.5136,1.7169,0.0695
TCGA-BH-A0BC-11A-22R-A089-07,0,0.2476,2.4577,0.2176,1.5512,0.5724,3.8946,1.1796,1.0518,0.3331,1.5247,0,0,0.1918,1.9583,4.9983,0,0.6222,3.1037,0,0.4405
TCGA-C8-A132-01A-31R-A115-07,1,0.1976,0.2884,0.0228,0.2975,0.273,0.0598,0.3824,0.2623,0.2076,0.2253,3.5273,35.9299,3.8257,0.3255,1.173,0.8458,0.0168,0.2168,9.635,0.169
TCGA-C8-A1HM-01A-12R-A137-07,1,0.089,0,0.0137,0,0.0149,0,0.0441,0,0,0.1353,0.2513,5.7955,0.0766,0,0,0.1693,0.0604,0.0579,0.9256,0.0406
TCGA-A8-A0A6-01A-12R-A056-07,1,0.3276,0.1739,0.1377,0,0.1047,0,0.2216,0,0,0,0.7208,28.967,2.7676,0.3925,1.0607,0.17,0.8493,0.9295,2.4783,0.4482
TCGA-AO-A12D-01A-11R-A115-07,1,0.0891,0.1301,0.2371,0.0537,0.5264,0,0.1261,0.2367,0,0.1016,1.2408,44.7136,4.0851,0,1.0585,0.2544,0,0.5761,1.1592,0.1982
TCGA-AR-A24N-01A-11R-A169-07,1,0.1513,0,0.1312,0.1823,0.0856,0,0.062,0,0,0.1726,5.2203,42.0609,55.773,0,0,2.5915,0,0.0092,1.968,0.1165
TCGA-B6-A0X4-01A-11R-A109-07,1,0.2437,0,0.0161,0.0839,0.0175,0,0.0415,0,0,0.2382,1.0957,14.8182,0,0.2295,0.4134,0,0,1.0528,2.5356,0
TCGA-OL-A5DA-01A-11R-A27Q-07,1,0.1131,0.1651,0.0915,0,0.1279,0,0.1347,0,0.0475,0.6447,3.3877,11.9094,0.219,0.1863,3.0213,0.1614,0.0576,0.2896,0.5882,0.0193
TCGA-BH-A0H5-01A-21R-A115-07,1,0.1416,0.5907,0.0749,0.0488,0.2237,0,0.4036,0.2149,0.0851,0.1846,0.4898,8.5236,0.7314,0.6668,0,0,0.3435,0.2664,1.4735,0.5538
TCGA-AR-A2LK-01A-11R-A180-07,1,0.0454,0.3976,0.063,0.0547,0.1597,0.0549,0.2231,0,0.0382,0.1553,2.2533,67.4379,13.0122,0,0.5391,1.1663,0.0154,0.0664,1.8895,0.4039
TCGA-D8-A1X8-01A-11R-A14M-07,1,0.2807,0.2731,0.1623,0.1127,0.2233,0.0566,0.4387,0.1242,0,0.2134,0.9059,21.1271,4.4684,0.3083,0.2777,0,0.4447,0.8669,6.3264,0.4801
TCGA-BH-A0E0-01A-11R-A056-07,1,0.1296,0,0.036,0,0.0521,0,0.0618,0,0.0436,0,0.2511,2.0268,0.1339,0.1709,0.9236,0,0,27.0866,0,0.3016
TCGA-A2-A3XY-01A-11R-A239-07,1,0.4949,32.4829,0.2842,0.5757,0.5231,0,0.2337,0,0.5309,0.3892,0.9089,76.1166,0.1322,0,5.8767,3.0199,0.0579,0.2913,4.1724,0.2802
TCGA-E2-A15J-01A-11R-A12P-07,1,0.0661,0.3857,0.0204,0.1061,0.0221,0,0.0197,0,0,0.452,0.3465,64.8397,13.3607,0,0,2.3883,0,0.3437,1.6037,0.0452
TCGA-B6-A0RN-01A-12R-A084-07,1,0,0.1548,0.0491,0,0.04,0.1283,0.0316,0,0,0.2419,6.9659,46.1857,0,0,0,0.3028,0,0.2199,0,0.254
TCGA-S3-AA10-01A-21R-A41B-07,1,0.0914,5.7386,0.0106,1.2116,0.1034,0,0.0749,0.6068,0.1922,0.1043,0.1107,8.8349,0,0.3013,6.2426,0.6524,0,0.0334,1.3079,0.1095
TCGA-B6-A0X0-01A-21R-A115-07,1,0.0412,0,0.0953,0,0.0621,0,0.0981,0,0,0.1879,0.5484,8.5858,12.7606,0.5429,0,0,0.028,0.3616,0.6427,0.1127
TCGA-BH-A0EA-01A-11R-A115-07,1,0.226,0.7538,0.1941,0.1555,0.9895,0,1.1532,0.5142,0.19,0.5889,2.1097,22.7089,6.0835,0.8509,1.9164,0,0,1.1177,1.0074,2.2527
TCGA-A2-A3Y0-01A-11R-A239-07,1,0.3799,0.0964,0.0153,0,0.0498,0,0.0443,0.0877,0.0972,0.1507,0.1,0.1435,0.0426,0,3.9224,0.0943,0,12.5989,0.0859,0.1695
TCGA-BH-A1FH-11B-42R-A13Q-07,0,0.096,2.054,0.3403,0.1541,1.1251,18.264,1.2093,0.3396,0.3227,0.1459,0.0774,0.2778,0.0826,1.6863,6.456,0,0.7819,3.4473,0,1.9695
TCGA-D8-A13Y-01A-11R-A115-07,1,0.2547,0,0.0825,0,0.192,0,0.0379,0,0.2141,0.2904,0.9247,20.5701,0,0,0,0.1454,0.0346,0.2857,1.5896,0.3136
TCGA-A2-A0T1-01A-21R-A084-07,1,0.0155,0,0.0934,0,0.2342,0.188,0.1295,0,0.0261,0.0709,0.7709,58.8972,0.1203,0,0.1845,1.4188,0,0.1364,3.0707,0.4464
TCGA-A7-A0D9-11A-53R-A089-07,0,0.5892,0.1186,0.1598,0.2937,0.8577,5.6538,1.2522,1.7261,0.1367,4.7262,0.0492,0.0882,0,0,0.2413,0,0,0.1982,0,0.9314
TCGA-AR-A250-01A-31R-A169-07,1,0.0326,0,0.0753,0,0.139,0,0.2665,0.6049,0.0274,0.0371,1.4577,103.2588,0.042,0.2145,0.1932,0.7432,0,0.1191,3.7248,0.0557
TCGA-AC-A3YI-01A-21R-A239-07,1,0.2257,0.4941,0.2349,0.1359,0.2693,0.0683,0.1428,0.4493,0.1423,0.0643,0.956,15.4355,2.1848,0.5577,4.0194,1.7712,0.1341,0.3852,0.7337,0.5211
TCGA-A8-A06Y-01A-21R-A00Z-07,1,0.0744,0.1448,0.0229,0,0.1994,0,3.7139,0.2634,0,0.2262,0.06,30.4787,1.3446,0.8172,0,0.2831,0.0168,0.0242,3.741,0.3394
TCGA-E9-A244-01A-11R-A169-07,1,0,0.8307,0.0494,0,0.0358,0,0.143,1.4166,0.2243,0.1217,0.2583,59.5521,0.0459,2.4616,2.7454,1.6244,0,0.1041,3.1456,0.2434
TCGA-E2-A1LK-01A-21R-A14D-07,1,0.0625,0.1824,0.0289,0.1505,0,0,0.0186,0,0.1576,0.2849,0.0378,16.0074,0,0,18.1744,0.3566,0.0212,0.0152,0.1625,0.2137
TCGA-D8-A1JD-01A-11R-A13Q-07,1,0.0351,0.9213,0.0973,0.0422,0.0441,0,0.1514,0.0931,0.1032,0.2799,11.1629,76.1445,0.5432,0.1156,0.6246,1.5013,0,0.1283,4.2866,0.108
TCGA-D8-A1XY-01A-11R-A14M-07,1,0.0429,0,0.0794,0,0.053900000000000003,0.1557,0.2171,0.1139,0.0902,0.4892,5.3742,202.3256,0.0554,0.2827,0,8.081,0,0.2302,4.5746,0.7191
TCGA-A2-A0ST-01A-12R-A084-07,1,0.2027,0.1076,0.017,0.1332,0.1667,0.0892,0.9985,0,0.1549,0.084,0.1115,5.1216,1.0466,0.1214,1.7504,0.6311,0.2628,0.2696,1.3419,0.6682
TCGA-B6-A0IQ-01A-11R-A034-07,1,0.1596,0.2542,0.047,0.0699,0.0365,0,7.1499,0.2311,0.5124,0.0993,0.2459,3.844,0.0375,0.4782,18.9527,0.0828,0,0.3822,0,0.0199
TCGA-A7-A0D9-01A-31R-A056-07,1,0.1318,0.4616,0.1341,0.127,0.3576,0.0638,0.102,0.1399,0.0443,0.1803,1.4674,116.1737,4.695,0,0,0.3009,0,0.4885,7.8144,0.2885
TCGA-E9-A22H-01A-11R-A157-07,1,0.0535,0.3124,0.0825,0.043,0.0627,0,0.1221,0.0947,0,0.2034,1.4894,7.7449,1.1971,0,0.4235,0.4072,0,0.0435,1.2987,0.5003
TCGA-BH-A0B3-11B-21R-A089-07,0,1.082,2.2848,0.8837,0.8319,1.1221,0.3899,1.3501,0.8556,0.2129,1.3124,0.0836,0,0.416,3.641,4.92,0,3.7205,1.3472,0.1197,4.7092
TCGA-D8-A1JK-01A-11R-A13Q-07,1,0.0245,0,0.068,0,0.0739,0,0.124,0,0.0206,0.1117,0.5041,16.5976,0.0633,0,0,3.2165,0,0.0478,1.6567,0.1844
TCGA-C8-A130-01A-31R-A115-07,1,0.0926,0.2162,0.0685,0,0.1768,0,0.2591,0.1966,0.0467,0.4223,2.5325,21.7112,0.0956,0,0,0.1057,0.0126,0.0361,0.3853,0.7095
TCGA-BH-A1EU-01A-11R-A137-07,1,0.3252,0.3452,1.2512,0.1781,0.3417,0.1431,1.1354,0.8634,0.0746,0.3708,3.1131,30.6207,8.0524,0.1948,1.2286,0.9281,0.0602,0.447,2.845,2.2351
TCGA-EW-A1OY-01A-11R-A144-07,1,0.0281,0,0.0779,0,0.0423,0,0.0585,0,0.0236,0.1921,0.5436,26.9423,7.5375,0.185,0,1.4422,0,0.0821,1.3142,0.2497
TCGA-E2-A15P-01A-11R-A115-07,1,0.1224,0,0.1455,0.1684,0.2547,0.0846,0.7962,0.3712,0,0.279,1.1212,12.1448,0.361,1.0367,2.698,0,0.0237,0.4774,1.091,0.4186
TCGA-AN-A0XO-01A-11R-A109-07,1,0.0531,0.5167,0.0082,0,0.0356,0,0.7904,0,0.0595,0.1211,3.042,35.8182,1.3708,0.2333,0.8406,1.9195,0,0.259,3.1302,0.109
TCGA-A2-A04V-01A-21R-A034-07,1,0.161,0.1045,0.0166,0,0.0809,0,0.1225,0.095,0.015,0.2448,1.9059,47.4019,0.0924,0,0,3.1663,0,0.1309,0.4654,0.3918
TCGA-GI-A2C9-01A-11R-A21T-07,1,0.0808,2.1234,0.0374,0.6328,0.0914,0,0.7459,0.5364,0.1019,0.2765,0.6848,30.009,0.1565,0,16.5539,0,0.1235,0.1478,2.2071,0.3318
TCGA-E9-A1NG-01A-21R-A14M-07,1,0.0401,0,0.1671,0.0967,0.0807,0,0.2151,0,0.0506,0.0458,3.7409,371.024,0,0,0,2.062,0,0.4796,10.2306,0.8102
TCGA-A2-A0CZ-01A-11R-A034-07,1,0.1885,0,0.155,0,0.1473,0.2534,0.2556,0.2224,0.0528,0.5253,1.6983,53.0226,0,0.5521,1.2433,1.7931,0.0711,0.9805,3.2681,0.4442
TCGA-AR-A24Z-01A-11R-A169-07,1,0.0512,0.1994,0.0711,0,0.0515,0.0413,0.6255,0,0,0.0389,0.5375,107.3266,6.041,0.1126,0,0,0,0.3582,13.9481,0.3973
TCGA-A2-A0EW-01A-21R-A115-07,1,0.5698,0.1446,0.3667,0.1194,0.7967,0.2398,0.7965,0.1315,0.0625,0.3955,4.0179,35.2867,0.2558,0.8163,2.059,0.4242,1.3122,0.8699,1.2886,1.5932
TCGA-3C-AALI-01A-11R-A41B-07,1,0.1615,0.3771,0.0299,0,0.2272,0,0.1154,0.3429,0,0.0736,0.7035,22.2976,0,0.2128,0.3834,0.7373,0.0219,0.126,0.8399,0.0442
TCGA-AR-A24P-01A-11R-A169-07,1,0.1016,0.1187,0.0658,0.049,0.0715,0,0.1936,0,0.0171,0.2317,7.5273,52.6034,1.3642,0,0.724,1.8562,0.0138,0.3965,3.9115,0.2364
TCGA-BH-A18P-11A-43R-A12D-07,0,0.8102,2.2526,0.0982,0.3253,1.1342,0.0467,1.2463,1.7413,0.2757,4.0033,0,0.2513,0,2.5427,1.6034,0,2.8165,1.3078,0,0.6071
TCGA-BH-A18K-01A-11R-A12D-07,1,0.0398,0,0.0736,0,0.2098,0.0962,0.2545,0,0.0836,0.2267,3.1038,57.2361,5.5428,0,0.236,2.0425,0.0135,5.2839,1.034,0.3264
TCGA-A2-A04N-01A-11R-A115-07,1,0.0464,0.1355,0.1074,0,0.1516,0,0.2212,0.3698,0.0781,0.5294,5.254,54.7394,0,0,1.1025,5.6977,0.0158,0.2491,0.966,0.3812
TCGA-B6-A0WS-01A-11R-A115-07,1,0.1575,0.2627,0.052,0,0.26,0,0.1875,0,0.0189,0.3078,4.1388,23.7401,9.1766,0,0.5342,1.2841,0,0.0439,4.6807,0.5387
TCGA-A2-A0SX-01A-12R-A084-07,1,0.1112,0.1082,0.2658,0.0893,0.1304,0.0897,0.9494,0,0.717,0.4228,0.8078,43.7178,0.1436,0.1222,1.1007,0.8466,0,16.845,2.5073,0.3679
TCGA-A8-A08Z-01A-21R-A00Z-07,1,0.3708,0.1443,0.3201,0.3573,0.1118,0.0598,0.3091,0.1312,0,0.2818,4.9663,104.2305,0,0,0,4.0917,0,0,2.8286,0.5412
TCGA-A7-A426-01A-22R-A24H-07,1,1.0728,0.522,0.1075,0.56,1.9498,0.7355,1.1445,0.8544,0.1203,0.5301,0.9955,5.2801,6.8319,1.5319,12.9506,0,0.4614,0.7761,0.279,1.0276
TCGA-E9-A243-01A-21R-A169-07,1,0.0887,0.1727,0.0365,0.0713,0.0248,0,0.2847,0.0523,0.0663,0.2023,0.6204,23.7591,0.0509,1.4942,0.117,2.5883,0,0.9087,2.3587,0.2495
TCGA-BH-A0BJ-11A-23R-A089-07,0,0.3121,0.4969,0.3149,2.5289,0.5845,3.2948,1.0051,0.4519,0.167,0.2588,0.0343,0.7392,0,4.3,9.7683,0,0.5972,1.6049,0.7378,3.5907
TCGA-E2-A1BC-11A-32R-A12P-07,0,1.2383,0.1538,0.1462,0.0635,1.4034,1.4025,0.7373,0.6994,0.0443,1.9226,0.0319,0,0,0,0,0,0.0179,0,0,0.6129
TCGA-B6-A400-01A-11R-A239-07,1,0.2028,11.9492,0,2.1324,0.2038,0,0.0878,2.3496,0.4651,0.2102,0.2232,42.2787,0,0.1215,1.5325,0.7367,0,0.045,2.11,0.0883
TCGA-D8-A1JF-01A-11R-A13Q-07,1,0.0289,0,0.0736,0.0349,0.08,0,0.0603,0.0769,0.0122,0.132,2.2249,21.4969,0,0,0,0.4957,0.0098,0,2.4845,0.1882
TCGA-A8-A097-01A-11R-A034-07,1,0.0934,0.0908,0.0648,0,0.1016,0.0377,0.1204,0.6609,0.0392,0.1774,0.8475,79.534,5.1019,0.4102,0.739,1.5987,0.0423,0.2353,8.0938,0.4152
TCGA-E9-A1R7-01A-11R-A14M-07,1,0.1037,0.3631,0.0096,0,0.2917,0,0.5123,0.5503,0,0.0473,1.8065,18.005,0.3746,0.8197,0,0,0,0.0708,8.1951,0.2411
TCGA-A7-A5ZV-01A-11R-A28M-07,1,0.7397,0.2056,0,0.0849,0.0177,0,0.0944,6.7328,0,0.1607,0,1.0708,0,0,1.673,0,0,0,0.9161,0.1446
TCGA-E2-A15G-01A-11R-A12D-07,1,0.0967,0,0.0596,0,0.1943,0,0.2206,0.3421,0.0271,0.4409,2.7688,17.63,10.8969,0,0,0,0.0219,1.3828,0.3352,0.3307
TCGA-BH-A208-01A-11R-A157-07,1,0.0397,0.8104,0.7796,0,0.0797,0.096,0.1417,0,0.0333,0.2713,10.3447,78.1944,0,0.3921,0.7064,0.4528,0,0.2515,2.3724,0.407
TCGA-BH-A208-11A-51R-A157-07,0,1.1821,2.41,1.2671,3.3452,0.2546,0.3632,0.3017,0.1992,0.3628,1.1125,0.159,0.4889,0.5813,2.9677,4.4557,0,2.6629,2.8916,0.0976,1.2324
TCGA-BH-A0DL-11A-13R-A115-07,0,1.3502,3.313,0.4073,0.5186,1.239,0.9943,2.3827,3.3247,0.2303,1.7849,0.1184,0.6798,0.101,5.0293,9.2936,0,2.4184,1.8419,0.4071,3.8959
TCGA-D8-A1JI-01A-11R-A13Q-07,1,0.0283,0,0.0523,0,0.1704,0,0.1009,0.15,0,0.1289,1.2994,2.4539,17.2139,0.3724,0,0,0,0.0551,0.5878,0.4446
TCGA-A7-A26H-01A-11R-A169-07,1,0.1276,0.0931,0.1328,0.3459,0.0882,0.0772,0.1662,0.0847,0.0134,0.4729,2.4519,83.9566,8.6069,0,0.1894,1.1837,0,0.2878,5.0613,0.3274
TCGA-AN-A0FT-01A-11R-A034-07,1,0.0413,0,0.0127,0,0.1175,0,0.0942,0,0.0231,0.0314,0.9156,6.1521,0.9587,0,0,0.3925,0,0,0,0.2447
TCGA-A7-A5ZX-01A-12R-A29R-07,1,1.1282,0.8032,0.3945,0,0.3457,0.3995,0.3113,0.5844,0.0231,0.6902,5.8615,14.3391,0.071,3.0827,9.148,0,1.1772,2.1471,0.1431,0.2636
TCGA-A2-A4S0-01A-21R-A266-07,1,0.0362,0,0.9037,0,0.1455,0,0.2585,0.3842,0,0.165,0.7883,4.0853,0,0,0,0,0.0246,0.1235,0.1882,0.4208
TCGA-A2-A25E-01A-11R-A169-07,1,0.0206,0.6008,0.0571,0,0.0517,0,0.1899,0.1093,0.0519,0.4693,1.1209,68.6373,0.3188,0,0.7331,0.2349,0,0.1104,11.8823,0.2394
TCGA-EW-A423-01A-11R-A24H-07,1,0.1577,0,0.0073,0.152,0.1823,0,0.2019,0.0837,0.0133,0.5395,0.6873,1.9865,5.9861,0,0,0.3601,0.0107,0.0462,0.082,0.259
TCGA-E2-A153-01A-12R-A12D-07,1,0.0325,0,0,0.2351,0.1471,0,0.1937,0.1727,0.0547,0.2225,2.5586,147.4495,0.1679,0.4287,0,5.9405,0,0,2.8759,0.712
TCGA-E2-A153-11A-31R-A12D-07,0,0.7688,3.3247,0.3029,3.2243,0.9873,0.8268,0.9918,1.3606,0.0958,0.3247,0.1379,1.6075,0.147,2.4394,15.89,0,0.8701,1.6942,0,1.6364
TCGA-A2-A0CY-01A-12R-A034-07,1,0.3508,0.3414,0.009,0.047,0.0294,0,0.0522,0,0.0164,0.1333,0.2123,3.0472,9.0074,0.2569,0,0.7788,0,0.0951,1.5208,0.0267
TCGA-B6-A402-01A-11R-A239-07,1,0.1929,4.2804,0.0089,0.093,0.0291,0,0.0287,2.4586,0.1298,0.22,0.2102,10.7247,0,0.7629,7.5599,0.3304,0,0.0094,0.1004,0.198
TCGA-AQ-A04L-01B-21R-A10J-07,1,0.0191,0.1117,0.0177,0,0.0385,0,0.0627,0,0,0.1745,1.1346,32.9817,0.1482,0.1261,0.2271,0.546,0,0.0746,1.1941,0.144
TCGA-BH-A0E9-01B-11R-A115-07,1,0.4103,0.7045,0.2456,0.2326,0.6064,1.1095,3.1182,0.6407,0.0812,0.2201,0.2629,3.7729,1.4953,3.658,2.5789,0.2755,2.7696,1.6242,0.7532,1.2218
TCGA-A2-A0YJ-01A-11R-A109-07,1,0.0825,3.6928,0.0509,0.5301,0.0553,0,0,1.1681,0.2081,0,0.4327,11.8231,0,0,12.7346,0.9418,0,0.8047,3.8622,0.1693
TCGA-A1-A0SM-01A-11R-A084-07,1,0.0586,0,0.1716,0,0.2355,0,0.093,0,0.0493,0.0891,2.9069,151.4435,4.5873,0.1287,0.2318,1.6718,0.0663,0.2095,1.5235,0.334
TCGA-BH-A1EX-01A-11R-A13Q-07,1,0.0591,0,0.0752,0.1068,0.1114,0,1.8035,0.1569,0.0621,0.1011,4.1666,56.9753,0.6484,0.1947,0.1754,1.1807,0.0201,0.2162,1.7676,0.1516
TCGA-BH-A0C3-01A-21R-A12P-07,1,0.7514,0,0.2996,0.3746,0.5469,1.3793,0.864,1.3758,0.0436,1.2999,1.8503,37.4701,0.2676,0.1708,0.6153,0.1479,0,0,13.7473,1.2764
TCGA-B6-A0RP-01A-21R-A084-07,1,0.0808,0.2359,0.1028,0.0487,0.1421,0.0978,0.0241,0,0.0679,0.3225,3.3008,82.375,0.1565,0,0,0.8072,0,1.3202,1.366,0.1797
TCGA-AO-A12G-01A-11R-A10J-07,1,0.0147,0,0.0204,0,0.2363,0,0.14,0,0,0.134,1.0493,15.953,0,0.3874,0.1745,0.1677,0,0.2365,0.7643,0.5027
TCGA-GM-A2DH-01A-11R-A180-07,1,0.2823,0.1177,2.313,0.0972,0.1824,0,0.3482,0,0.0509,0.8277,0.3661,9.1068,0.1041,0.1329,0.4788,0.9208,0.0137,0.0492,3.9856,0.3311
TCGA-BH-A8G0-01A-11R-A352-07,1,0.2427,0.5314,0.1965,0.1462,0.5031,0.2202,0.3613,0.1611,0,0.2768,1.5424,21.2134,0.3917,0.7998,3.2423,2.0782,1.092,0.4587,1.2626,2.2212
TCGA-A2-A4RY-01A-31R-A266-07,1,1.7421,1.0378,0.5755,3.9401,0.661,0.086,1.0796,1.1326,0.2989,0.5675,2.1945,7.5652,0.0918,3.2802,18.5738,0,2.2694,0.5895,0.5548,1.8243
TCGA-A2-A0EN-01A-13R-A084-07,1,0.127,0.3708,0.0587,0.0383,0.367,0,0.2789,0.1686,0.0534,0.3621,2.5942,23.8557,1.5986,0,0.377,0.2719,0,0.1626,1.1562,0.5105
TCGA-A8-A082-01A-11R-A00Z-07,1,0.0781,0.6078,0.012,0,0.0262,0,0.155,0,0,0.6529,0.9766,119.5879,15.4553,0,0,0.4457,0,0.0127,32.0869,0.1603
TCGA-AC-A8OR-01A-21R-A41B-07,1,0.0708,0,0.0164,0.1706,0.0356,0,0.137,0,0.0298,0.646,0.0857,3.0754,7.7704,0,0.8409,0,0,0,0.3684,0.1938
